entry_date,exit_date,entry,exit,qty,reason,pnl,symbol,strategy
2022-08-12,2022-09-14,488.39,530.05,498,Target,20239.28,SBIN,rsi_ema
2022-10-19,2022-11-07,523.04,573.93,415,Target,20665.37,SBIN,rsi_ema
2022-12-30,2023-01-11,571.58,554.12,464,Exit signal,-8626.35,SBIN,rsi_ema
2023-03-06,2023-03-13,524.81,498.72,410,Stop loss,-11112.47,SBIN,rsi_ema
2023-04-18,2023-05-16,506.64,546.66,529,Target,20613.07,SBIN,rsi_ema
2023-07-04,2023-07-24,557.07,588.74,681,Target,20786.49,SBIN,rsi_ema
2023-09-11,2023-10-16,555.93,545.52,628,Exit signal,-7234.11,SBIN,rsi_ema
2023-11-15,2023-11-17,556.17,540.45,695,Stop loss,-11685.62,SBIN,rsi_ema
2023-12-05,2023-12-15,563.56,599.23,606,Target,20910.4,SBIN,rsi_ema
2024-01-15,2024-01-23,605.09,582.35,484,Stop loss,-11581.55,SBIN,rsi_ema
2024-02-01,2024-02-08,608.73,665.98,381,Target,21324.67,SBIN,rsi_ema
2024-04-01,2024-04-29,718.88,781.6,354,Target,21671.81,SBIN,rsi_ema
2024-06-13,2024-08-06,813.7,792.18,208,Exit signal,-4810.62,SBIN,rsi_ema
2024-10-18,2024-10-23,781.06,752.93,401,Stop loss,-11894.0,SBIN,rsi_ema
2024-10-30,2024-11-18,797.33,780.96,317,Exit signal,-5689.68,SBIN,rsi_ema
2024-11-26,2024-12-23,812.74,787.03,258,Exit signal,-7046.17,SBIN,rsi_ema
2025-03-20,2025-04-21,720.29,772.99,419,Target,21454.46,SBIN,rsi_ema
2025-05-13,2025-06-20,769.02,773.56,285,Exit signal,853.73,SBIN,rsi_ema
2025-06-30,2025-07-29,794.68,782.1,460,Exit signal,-6509.07,SBIN,rsi_ema
2025-08-12,2025-08-28,810.34,792.96,486,Exit signal,-9229.11,SBIN,rsi_ema
2025-09-11,2025-09-17,804.6,841.49,602,Target,21216.45,SBIN,rsi_ema
2025-12-08,2026-01-16,953.66,1015.26,367,Target,21886.17,SBIN,rsi_ema
2026-02-04,2026-02-11,1045.36,1140.96,241,Target,22514.37,SBIN,rsi_ema
2026-04-21,2026-05-05,1093.69,1032.44,192,Stop loss,-12167.55,SBIN,rsi_ema
2026-07-02,2026-07-08,1050.9,1014.1,316,Stop loss,-12281.22,SBIN,rsi_ema
2026-07-14,2026-07-15,1033.3,1023.2,296,End of backtest,-3598.33,SBIN,rsi_ema
2022-01-04,2022-01-24,198.91,185.48,744,Stop loss,-10277.01,NIFTYBEES,rsi_ema
2022-03-21,2022-04-20,190.0,191.89,790,Exit signal,1191.41,NIFTYBEES,rsi_ema
2022-07-19,2022-08-02,176.8,191.77,1323,Target,19322.59,NIFTYBEES,rsi_ema
2022-09-01,2022-09-02,193.7,182.73,921,Stop loss,-10448.03,NIFTYBEES,rsi_ema
2022-09-21,2022-09-26,195.22,194.5,1124,Exit signal,-1247.33,NIFTYBEES,rsi_ema
2022-10-21,2022-12-08,191.97,183.25,1145,Stop loss,-10411.09,NIFTYBEES,rsi_ema
2023-02-17,2023-02-23,198.89,194.49,1179,Exit signal,-5651.39,NIFTYBEES,rsi_ema
2023-04-06,2023-05-16,189.2,202.07,1526,Target,19048.4,NIFTYBEES,rsi_ema
2023-08-08,2023-08-17,216.47,209.07,1352,Stop loss,-10585.5,NIFTYBEES,rsi_ema
2023-09-05,2023-09-29,216.98,222.25,915,Exit signal,4420.16,NIFTYBEES,rsi_ema
2023-10-12,2023-10-17,225.3,212.58,782,Stop loss,-10288.43,NIFTYBEES,rsi_ema
2023-10-18,2023-10-23,219.59,221.75,778,Exit signal,1337.12,NIFTYBEES,rsi_ema
2023-11-16,2023-12-15,217.99,235.55,1123,Target,19207.35,NIFTYBEES,rsi_ema
2024-01-23,2024-01-24,241.9,234.17,1300,Stop loss,-10673.08,NIFTYBEES,rsi_ema
2024-01-30,2024-03-20,241.99,242.99,1289,Exit signal,663.86,NIFTYBEES,rsi_ema
2024-04-01,2024-04-16,254.35,245.6,1138,Stop loss,-10524.1,NIFTYBEES,rsi_ema
2024-04-26,2024-05-10,248.58,244.01,1255,Exit signal,-6353.56,NIFTYBEES,rsi_ema
2024-05-22,2024-06-05,250.99,242.52,1155,Stop loss,-10355.39,NIFTYBEES,rsi_ema
2024-06-10,2024-08-07,259.45,269.5,908,Exit signal,8645.1,NIFTYBEES,rsi_ema
2024-08-19,2024-09-23,274.39,288.62,1373,Target,18767.27,NIFTYBEES,rsi_ema
2024-12-04,2024-12-20,273.94,267.11,1199,Exit signal,-8837.91,NIFTYBEES,rsi_ema
2025-02-05,2025-02-11,265.95,259.81,1606,Stop loss,-10707.76,NIFTYBEES,rsi_ema
2025-04-03,2025-04-07,260.9,254.15,1446,Stop loss,-10500.96,NIFTYBEES,rsi_ema
2025-04-16,2025-06-26,263.99,285.86,882,Target,18808.54,NIFTYBEES,rsi_ema
2025-08-20,2025-08-25,282.48,276.56,1661,Stop loss,-10768.35,NIFTYBEES,rsi_ema
2025-09-11,2025-09-19,281.9,293.81,1635,Target,18526.02,NIFTYBEES,rsi_ema
2025-10-07,2025-11-17,283.49,296.26,1554,Target,18936.99,NIFTYBEES,rsi_ema
2025-12-05,2025-12-08,299.9,293.55,1592,Stop loss,-11051.86,NIFTYBEES,rsi_ema
2025-12-15,2025-12-18,294.99,288.13,1458,Stop loss,-10847.86,NIFTYBEES,rsi_ema
2025-12-23,2026-01-09,296.98,290.42,1508,Stop loss,-10777.14,NIFTYBEES,rsi_ema
2026-02-10,2026-02-25,292.56,292.0,1372,Exit signal,-1570.33,NIFTYBEES,rsi_ema
2026-05-07,2026-05-12,275.7,268.26,1313,Stop loss,-10483.54,NIFTYBEES,rsi_ema
2026-06-16,2026-07-15,272.42,273.83,1422,End of backtest,1228.21,NIFTYBEES,rsi_ema
2022-07-29,2022-08-17,17079.5,17919.07,23,Target,18505.26,NIFTY 50,volume_breakout
2022-11-14,2022-12-16,18376.4,18319.1,26,Exit signal,-2443.9,NIFTY 50,volume_breakout
2023-06-30,2023-07-17,19076.85,19638.49,36,Target,18825.36,NIFTY 50,volume_breakout
2023-12-01,2023-12-05,20194.1,20779.79,35,Target,19065.18,NIFTY 50,volume_breakout
2023-12-06,2023-12-27,20950.75,21605.19,32,Target,19580.24,NIFTY 50,volume_breakout
2024-06-04,2024-06-04,23179.5,22399.59,13,Stop loss,-10731.38,NIFTY 50,volume_breakout
2024-09-02,2024-09-06,25333.6,24929.24,26,Stop loss,-11820.1,NIFTY 50,volume_breakout
2024-09-23,2024-10-03,25872.55,25434.12,23,Stop loss,-11263.86,NIFTY 50,volume_breakout
2025-03-24,2025-04-04,23515.4,23007.58,20,Stop loss,-11086.96,NIFTY 50,volume_breakout
2025-06-30,2025-07-11,25661.65,25153.75,20,Stop loss,-11174.27,NIFTY 50,volume_breakout
2022-08-02,2022-08-30,37767.26,38516.5,9,Exit signal,6056.6,BANK NIFTY,volume_breakout
2022-11-09,2022-12-22,41914.37,42863.5,8,Exit signal,6914.87,BANK NIFTY,volume_breakout
2023-09-14,2023-09-21,46013.3,45065.26,10,Stop loss,-10391.23,BANK NIFTY,volume_breakout
2023-12-05,2024-01-09,46895.9,47705.4,9,Exit signal,6434.09,BANK NIFTY,volume_breakout
2024-06-04,2024-06-04,50667.05,48609.14,4,Stop loss,-8628.76,BANK NIFTY,volume_breakout
2024-06-20,2024-07-24,51712.9,51657.65,5,Exit signal,-793.1,BANK NIFTY,volume_breakout
2024-09-23,2024-10-03,53917.9,52795.21,8,Stop loss,-9835.18,BANK NIFTY,volume_breakout
2025-03-24,2025-04-07,50982.7,49736.45,7,Stop loss,-9428.79,BANK NIFTY,volume_breakout
2025-04-21,2025-05-12,54891.25,54658.75,5,Exit signal,-1710.25,BANK NIFTY,volume_breakout
2025-06-09,2025-06-13,57049.5,55710.99,7,Stop loss,-10158.92,BANK NIFTY,volume_breakout
2025-10-21,2025-12-01,58063.4,60019.7,9,Target,16543.95,BANK NIFTY,volume_breakout
2026-01-05,2026-01-09,60360.4,59486.98,11,Stop loss,-10925.95,BANK NIFTY,volume_breakout
2022-03-23,2022-04-13,1142.71,1166.04,172,Exit signal,3614.84,RELIANCE,volume_breakout
2022-04-21,2022-05-06,1245.93,1183.11,179,Exit signal,-11679.53,RELIANCE,volume_breakout
2022-11-29,2022-12-12,1228.66,1174.84,197,Exit signal,-11076.59,RELIANCE,volume_breakout
2023-06-19,2023-06-23,1174.16,1144.26,328,Stop loss,-10567.11,RELIANCE,volume_breakout
2023-07-07,2023-07-12,1197.33,1265.7,283,Target,18650.84,RELIANCE,volume_breakout
2023-07-19,2023-07-21,1285.94,1242.83,229,Stop loss,-10451.1,RELIANCE,volume_breakout
2023-12-07,2023-12-19,1215.34,1269.6,360,Target,18636.49,RELIANCE,volume_breakout
2024-01-12,2024-01-29,1343.7,1429.82,231,Target,19254.71,RELIANCE,volume_breakout
2024-01-30,2024-03-12,1442.55,1449.12,160,Exit signal,588.68,RELIANCE,volume_breakout
2024-06-04,2024-06-04,1480.2,1406.43,137,Stop loss,-10501.36,RELIANCE,volume_breakout
2024-06-28,2024-07-23,1512.78,1483.11,151,Exit signal,-4932.15,RELIANCE,volume_breakout
2025-01-20,2025-01-23,1304.73,1255.36,202,Stop loss,-10490.41,RELIANCE,volume_breakout
2025-03-24,2025-04-02,1279.95,1236.87,225,Exit signal,-10258.78,RELIANCE,volume_breakout
2025-04-29,2025-06-04,1359.26,1402.59,152,Exit signal,6165.71,RELIANCE,volume_breakout
2025-10-21,2025-11-20,1461.24,1542.1,244,Target,18997.28,RELIANCE,volume_breakout
2025-11-21,2025-12-10,1533.91,1526.94,248,Exit signal,-2487.09,RELIANCE,volume_breakout
2022-11-02,2022-12-09,2885.33,2977.18,105,Exit signal,9029.11,TCS,volume_breakout
2023-07-17,2023-07-21,3191.05,3083.5,93,Stop loss,-10585.69,TCS,volume_breakout
2023-09-13,2023-10-03,3255.04,3221.4,112,Exit signal,-4492.4,TCS,volume_breakout
2023-10-10,2023-10-13,3317.89,3217.58,94,Exit signal,-10043.48,TCS,volume_breakout
2023-12-18,2024-01-03,3525.74,3397.09,76,Stop loss,-10303.04,TCS,volume_breakout
2024-02-07,2024-02-21,3821.67,3670.26,64,Stop loss,-10169.86,TCS,volume_breakout
2024-03-13,2024-03-19,3869.52,3713.49,61,Stop loss,-9980.37,TCS,volume_breakout
2024-06-28,2024-07-11,3631.44,3643.67,76,Exit signal,376.92,TCS,volume_breakout
2024-07-15,2024-08-06,3926.1,3875.07,61,Exit signal,-3589.2,TCS,volume_breakout
2024-11-25,2024-12-18,3986.08,4015.6,53,Exit signal,1140.61,TCS,volume_breakout
2025-08-28,2025-09-01,3019.65,2966.84,98,Exit signal,-5761.85,TCS,volume_breakout
2025-10-24,2025-11-04,2968.27,2910.06,97,Exit signal,-6216.45,TCS,volume_breakout
2025-11-13,2025-12-22,3018.19,3203.45,101,Target,18083.13,TCS,volume_breakout
2026-06-03,2026-06-03,2379.95,2236.81,66,Stop loss,-9751.82,TCS,volume_breakout
2022-03-09,2022-04-07,1573.74,1600.14,119,Exit signal,2764.44,INFY,volume_breakout
2023-07-03,2023-07-14,1209.99,1280.19,285,Target,19296.27,INFY,volume_breakout
2023-07-17,2023-07-21,1297.28,1250.15,216,Stop loss,-10730.94,INFY,volume_breakout
2023-09-13,2023-09-26,1369.2,1333.25,281,Stop loss,-10861.19,INFY,volume_breakout
2023-11-17,2023-12-14,1327.99,1348.59,227,Exit signal,4067.78,INFY,volume_breakout
2023-12-15,2024-01-04,1403.56,1386.88,183,Exit signal,-3563.13,INFY,volume_breakout
2024-01-15,2024-02-22,1515.89,1534.37,140,Exit signal,2159.73,INFY,volume_breakout
2024-06-10,2024-07-04,1433.75,1554.11,166,Target,19483.57,INFY,volume_breakout
2024-07-15,2024-07-26,1622.6,1739.29,175,Target,19833.17,INFY,volume_breakout
2025-06-12,2025-06-24,1558.89,1543.46,172,Exit signal,-3186.7,INFY,volume_breakout
2025-10-24,2025-11-06,1484.17,1447.28,175,Exit signal,-6968.62,INFY,volume_breakout
2025-11-12,2025-11-18,1507.38,1454.66,195,Stop loss,-10859.06,INFY,volume_breakout
2025-12-22,2026-01-01,1628.75,1581.18,182,Exit signal,-9242.06,INFY,volume_breakout
2026-06-03,2026-06-09,1215.79,1168.32,147,Exit signal,-7328.95,INFY,volume_breakout
2022-04-05,2022-04-06,779.85,731.2,205,Stop loss,-10282.27,HDFCBANK,volume_breakout
2022-07-08,2022-07-13,667.41,643.17,408,Stop loss,-10425.02,HDFCBANK,volume_breakout
2022-08-01,2022-08-30,681.13,684.66,452,Exit signal,976.59,HDFCBANK,volume_breakout
2022-09-15,2022-09-19,724.21,700.84,419,Stop loss,-10389.89,HDFCBANK,volume_breakout
2022-11-02,2022-11-11,718.06,768.9,381,Target,18804.25,HDFCBANK,volume_breakout
2022-11-14,2022-12-22,763.02,767.85,328,Exit signal,1081.46,HDFCBANK,volume_breakout
2023-01-23,2023-01-27,788.7,762.57,378,Stop loss,-10462.4,HDFCBANK,volume_breakout
2023-04-06,2023-05-08,780.32,773.91,386,Exit signal,-3075.65,HDFCBANK,volume_breakout
2023-06-23,2023-07-03,784.01,825.34,472,Target,18752.63,HDFCBANK,volume_breakout
2023-07-04,2023-07-05,825.13,800.02,396,Stop loss,-10589.59,HDFCBANK,volume_breakout
2023-09-18,2023-09-20,791.76,770.67,466,Stop loss,-10558.65,HDFCBANK,volume_breakout
2023-12-05,2024-01-09,783.5,798.18,455,Exit signal,5957.06,HDFCBANK,volume_breakout
2024-04-05,2024-04-16,736.82,712.69,406,Stop loss,-10386.25,HDFCBANK,volume_breakout
2024-06-04,2024-06-04,755.62,722.16,289,Stop loss,-10095.89,HDFCBANK,volume_breakout
2024-06-20,2024-07-08,810.36,798.47,304,Exit signal,-4103.62,HDFCBANK,volume_breakout
2024-11-26,2024-12-19,878.4,873.35,273,Exit signal,-1856.11,HDFCBANK,volume_breakout
2025-03-26,2025-04-01,885.68,858.7,353,Stop loss,-10141.95,HDFCBANK,volume_breakout
2025-04-16,2025-05-12,914.22,930.62,261,Exit signal,3799.76,HDFCBANK,volume_breakout
2025-06-09,2025-06-13,968.18,939.11,325,Stop loss,-10070.1,HDFCBANK,volume_breakout
2025-06-27,2025-07-18,987.67,960.19,341,Stop loss,-10032.21,HDFCBANK,volume_breakout
2026-07-07,2026-07-08,843.0,813.08,309,Stop loss,-9755.51,HDFCBANK,volume_breakout
2022-01-06,2022-01-31,751.81,765.3,294,Exit signal,3518.06,ICICIBANK,volume_breakout
2022-06-01,2022-06-09,725.57,703.26,310,Exit signal,-7359.2,ICICIBANK,volume_breakout
2022-08-08,2022-09-08,816.39,873.6,348,Target,19320.73,ICICIBANK,volume_breakout
2022-12-01,2022-12-06,932.9,902.05,329,Stop loss,-10755.66,ICICIBANK,volume_breakout
2023-04-03,2023-05-12,858.93,924.39,306,Target,19484.1,ICICIBANK,volume_breakout
2023-07-19,2023-08-04,956.32,945.25,380,Exit signal,-4931.4,ICICIBANK,volume_breakout
2023-12-05,2023-12-26,986.33,978.86,328,Exit signal,-3097.18,ICICIBANK,volume_breakout
2024-01-24,2024-02-08,1012.85,969.76,235,Stop loss,-10590.86,ICICIBANK,volume_breakout
2024-04-30,2024-05-09,1141.24,1096.61,225,Stop loss,-10546.84,ICICIBANK,volume_breakout
2024-06-04,2024-06-04,1139.23,1081.82,173,Stop loss,-10315.61,ICICIBANK,volume_breakout
2024-09-04,2024-09-09,1230.36,1193.69,245,Exit signal,-9577.33,ICICIBANK,volume_breakout
2024-09-23,2024-09-30,1320.81,1271.64,198,Stop loss,-10249.52,ICICIBANK,volume_breakout
2024-10-30,2024-11-05,1313.86,1257.52,171,Stop loss,-10074.57,ICICIBANK,volume_breakout
2024-12-06,2024-12-19,1332.22,1276.15,200,Exit signal,-11735.15,ICICIBANK,volume_breakout
2025-03-24,2025-04-07,1345.57,1302.17,217,Stop loss,-9991.21,ICICIBANK,volume_breakout
2026-01-07,2026-01-19,1408.0,1371.07,252,Stop loss,-10007.73,ICICIBANK,volume_breakout
2026-04-15,2026-04-28,1358.0,1314.3,128,Exit signal,-5935.65,ICICIBANK,volume_breakout
2026-06-12,2026-07-15,1330.0,1411.2,171,End of backtest,13416.45,ICICIBANK,volume_breakout
2022-01-28,2022-02-14,488.48,462.23,381,Stop loss,-10360.31,SBIN,volume_breakout
2022-07-21,2022-08-11,473.62,483.09,547,Exit signal,4660.08,SBIN,volume_breakout
2022-09-12,2022-09-26,515.51,507.06,497,Exit signal,-4709.92,SBIN,volume_breakout
2022-10-27,2022-12-19,542.5,561.13,406,Exit signal,7114.44,SBIN,volume_breakout
2023-03-06,2023-03-13,524.81,498.72,382,Stop loss,-10353.57,SBIN,volume_breakout
2023-04-18,2023-05-16,506.64,546.66,492,Target,19171.33,SBIN,volume_breakout
2023-07-21,2023-08-03,577.72,567.01,528,Exit signal,-6255.04,SBIN,volume_breakout
2023-12-05,2023-12-15,563.56,599.23,560,Target,19323.14,SBIN,volume_breakout
2023-12-18,2024-01-08,612.43,592.15,502,Stop loss,-10783.54,SBIN,volume_breakout
2024-02-08,2024-02-15,644.39,712.98,293,Target,19699.5,SBIN,volume_breakout
2024-04-26,2024-06-03,772.72,838.61,311,Target,19989.47,SBIN,volume_breakout
2024-06-04,2024-06-04,863.77,800.43,165,Stop loss,-10727.11,SBIN,volume_breakout
2024-10-30,2024-11-14,797.33,778.7,294,Exit signal,-5941.51,SBIN,volume_breakout
2025-04-21,2025-05-07,773.26,736.95,276,Exit signal,-10436.59,SBIN,volume_breakout
2025-06-02,2025-06-16,798.46,778.47,352,Exit signal,-7591.43,SBIN,volume_breakout
2025-07-17,2025-07-22,823.56,801.02,449,Stop loss,-10846.49,SBIN,volume_breakout
2025-09-18,2025-10-20,843.45,884.22,491,Target,19169.3,SBIN,volume_breakout
2025-10-29,2025-11-25,917.36,970.24,386,Target,19679.67,SBIN,volume_breakout
2026-01-14,2026-02-02,1011.76,984.21,377,Stop loss,-11139.54,SBIN,volume_breakout
2026-02-10,2026-03-06,1130.62,1147.81,194,Exit signal,2892.86,SBIN,volume_breakout
2026-04-21,2026-05-01,1093.69,1049.53,168,Exit signal,-7777.97,SBIN,volume_breakout
2022-07-21,2022-08-02,180.97,195.98,1332,Target,19488.21,NIFTYBEES,volume_breakout
2022-11-01,2022-12-08,197.8,190.53,1402,Stop loss,-10738.53,NIFTYBEES,volume_breakout
2024-06-04,2024-06-04,259.87,249.69,991,Stop loss,-10589.37,NIFTYBEES,volume_breakout
2024-07-30,2024-08-06,268.4,271.88,1336,Exit signal,3927.48,NIFTYBEES,volume_breakout
2024-09-23,2024-10-03,288.06,282.73,1880,Stop loss,-11092.87,NIFTYBEES,volume_breakout
2024-12-06,2024-12-18,277.99,271.61,1188,Exit signal,-8232.37,NIFTYBEES,volume_breakout
2025-03-24,2025-04-07,261.62,264.85,1527,Exit signal,4128.31,NIFTYBEES,volume_breakout
2025-06-27,2025-07-14,287.0,284.39,1330,Exit signal,-4231.23,NIFTYBEES,volume_breakout
